MainIsland,AreaType,Province,RegencyCity,Year,pov_poorpeopleamount,pov_povertyline,pov_povertydepthindex,pov_povertyseverityindex,pov_poorpeoplepercentage,edu_underprimaryschool,ed_graduatedprimjunior,ed_graduatedoverhs,ed_literacyrate15to24,ed_literacyrate15to55,ed_schoolenrollrate7to12,ed_schoolenrollrate13to15,emp_unemployedperc,emp_employedinform,emp_employedform,emp_employedagric,emp_employednonagric,exp_poorfoodperc,exp_notpoorfoodperc,exp_bothfoodperc,housing_decentwaterperc,housing_privatetoiletperc,gov_aidreceiverperc
Sumatera,Kota,Sumatera Selatan,Kota Palembang,2021,194.12,567518,1.86,0.49,20.11,9.58,47.60,42.82,100.00,100.00,100.00,100.00,45.29,22.72,31.98,.72,53.99,63.77,50.57,52.07,87.18,59.40,16.4
Sumatera,Kota,Sumatera Selatan,Kota Prabumulih,2021,23.60,592210,1.2,0.18,11.34,14.13,52.48,33.39,94.36,97.15,100.00,100.00,39.71,37.21,23.09,31.10,29.19,60.24,53.17,54.03,93.62,88.42,40.71
Sumatera,Kota,Sumatera Selatan,Kota Pagar Alam,2021,13.27,356287,1.03,0.2,12.2,14.15,59.08,26.78,100.00,100.00,100.00,96.50,37.55,42.46,19.99,35.00,27.45,66.7,59.33,60.02,95.89,92.23,39.95
Sumatera,Kota,Sumatera Selatan,Kota Lubuklinggau,2021,31.61,516763,1.97,0.46,9.4,24.79,51.33,23.88,100.00,100.00,100.00,92.15,44.13,22.59,33.28,13.85,42.02,64.34,53.75,55.15,89.9,58.65,31.38
Sumatera,Kabupaten,Bengkulu,Bengkulu Selatan,2021,31.65,408904,3.28,0.82,13.23,17.20,50.94,31.86,100.00,100.00,100.00,100.00,36.04,53.12,10.84,44.35,19.61,64.05,57.23,58.47,92.55,91.22,30.71
Sumatera,Kabupaten,Bengkulu,Rejang Lebong,2021,43.30,487490,2.04,0.4,18.16,24.21,51.26,24.53,100.00,100.00,100.00,96.65,29.61,62.52,7.87,55.74,14.65,63.32,54.87,56.21,65.54,86.65,27.58
Sumatera,Kabupaten,Bengkulu,Bengkulu Utara,2021,35.55,398746,2.67,0.77,15.85,15.38,64.30,20.32,100.00,100.00,100.00,90.13,37.88,44.93,17.18,46.98,15.14,63.17,55.92,56.76,62.95,69.36,28.19
Sumatera,Kabupaten,Bengkulu,Kaur,2021,22.99,350794,4.09,1.28,11.61,29.95,47.33,22.71,100.00,99.28,99.61,93.36,28.82,63.43,7.75,57.19,13.99,64.06,61.79,62.21,45.6,88.48,23.56
Sumatera,Kabupaten,Bengkulu,Seluma,2021,37.05,414446,2.7,0.61,18.62,19.15,56.73,24.12,100.00,100.00,100.00,100.00,35.81,52.82,11.37,49.35,14.84,62.65,56.93,58.00,78.48,69.30,47.54
Sumatera,Kabupaten,Bengkulu,Mukomuko,2021,22.50,464473,1.88,0.48,18.72,13.49,58.54,27.98,100.00,100.00,100.00,100.00,50.82,26.44,22.75,31.38,17.81,63.26,56.02,56.88,28.14,75.67,39.42
Sumatera,Kabupaten,Bengkulu,Lebong,2021,13.97,440127,1.42,0.29,11.93,21.99,53.00,25.01,100.00,99.69,99.75,100.00,42.56,50.37,7.07,39.24,18.20,65.23,60.79,61.32,71.16,89.09,29.3
Sumatera,Kabupaten,Bengkulu,Kepahiang,2021,20.94,410569,1.62,0.36,12,18.24,57.75,24.01,100.00,100.00,100.00,100.00,22.42,68.99,8.60,60.63,16.96,64.43,57.54,58.56,46.47,60.41,49.66
Sumatera,Kabupaten,Bengkulu,Bengkulu Tengah,2021,11.12,447435,1.19,0.23,14.83,21.10,59.74,19.16,100.00,100.00,100.00,99.75,38.32,49.19,12.49,42.47,19.20,62.7,56.75,57.33,48.78,94.88,24.7
Sumatera,Kota,Bengkulu,Kota Bengkulu,2021,66.94,740612,3.31,0.87,9.68,12.16,44.00,43.84,100.00,100.00,100.00,97.32,40.56,28.13,31.31,7.03,52.41,58.6,47.12,49.17,40.03,85.81,44.04
Sumatera,Kabupaten,Lampung,Lampung Barat,2021,39.36,457478,2.69,0.8,17.89,23.78,59.17,17.05,100.00,100.00,96.54,91.23,21.05,75.95,3.00,71.19,7.76,63.17,56.99,57.78,88.83,96.82,17.62
Sumatera,Kabupaten,Lampung,Tanggamus,2021,71.89,410510,1.26,0.23,12.82,29.63,56.73,13.64,100.00,99.32,98.53,87.76,47.12,42.96,9.92,40.32,12.56,60.84,58.67,58.93,67.52,87.99,"48.15
"
Sumatera,Kabupaten,Lampung,Lampung Selatan,2021,145.85,439421,2.37,0.6,11.81,28.78,54.78,16.44,100.00,99.78,100.00,87.22,42.19,44.64,13.16,.29,28.45,63.35,56.87,57.79,41.54,80.25,53.42
Sumatera,Kabupaten,Lampung,Lampung Timur,2021,159.79,411200,2.45,0.53,14.19,24.08,53.99,21.93,100.00,99.48,98.80,85.75,39.7,48.06,12.24,.45,15.61,61.09,57.05,57.66,73.41,93.85,35.01
Sumatera,Kabupaten,Lampung,Lampung Tengah,2021,155.77,450232,1.76,0.44,15.08,27.89,55.66,16.44,100.00,99.66,100.00,91.69,36.24,55.76,8.00,.43,21.03,59.54,57.44,57.69,72.6,98.11,39.12
Sumatera,Kabupaten,Lampung,Lampung Utara,2021,121.91,451876,3.3,0.82,11.99,5.54,67.58,26.88,100.00,100.00,100.00,93.65,45.5,42.54,11.97,.38,16.01,67.19,58.84,60.48,71.02,96.85,48.42
Sumatera,Kabupaten,Lampung,Way Kanan,2021,59.89,389088,2.12,0.55,19.63,19.32,60.62,20.06,100.00,99.34,100.00,100.00,39,51.58,9.42,.50,11.15,61.57,59.44,59.72,49.69,97.16,34.75
Sumatera,Kabupaten,Lampung,Tulangbawang,2021,44.53,456567,1.15,0.2,13.09,20.20,63.03,16.77,100.00,99.22,100.00,100.00,45.89,34.40,19.71,.36,18.25,60.59,56.04,56.48,63.6,97.04,29.43
Sumatera,Kabupaten,Lampung,Pesawaran,2021,68.31,420032,2.3,0.57,9.67,25.04,60.25,14.72,100.00,97.66,98.97,94.16,45.32,39.91,14.77,.36,18.47,62.91,59.63,60.12,79.87,99.95,32.2
Sumatera,Kabupaten,Lampung,Pringsewu,2021,41.04,475983,1.38,0.26,15.11,27.43,55.53,17.04,100.00,100.00,100.00,83.60,41.96,38.61,19.43,.22,35.89,"64.07
",57.02,57.73,82.29,83.84,39.23
Sumatera,Kabupaten,Lampung,Mesuji,2021,15.24,436653,0.83,0.15,10.11,28.84,62.33,8.83,100.00,100.00,100.00,72.16,35.5,44.96,19.54,.53,11.38,59.08,53.58,54.00,"92.38
",91.49,24.14
Sumatera,Kabupaten,Lampung,Tulang Bawang Barat,2021,23.03,447327,0.68,0.12,7.54,27.40,65.31,7.30,100.00,100.00,100.00,80.57,50.97,33.03,16.00,.41,8.25,61.81,55.92,56.41,54.68,100.00,25.62
Sumatera,Kabupaten,Lampung,Pesisir Barat,2021,23.23,460090,2.39,0.59,8.32,8.27,59.99,31.74,100.00,99.26,100.00,92.14,37.71,43.37,18.93,.41,21.66,63.36,59.05,59.69,43.53,100.00,36.06
Sumatera,Kota,Lampung,Kota Bandar Lampung,2021,98.76,654576,1.52,0.39,14.81,10.48,49.46,40.06,100.00,98.96,100.00,92.40,46.08,23.72,30.19,.1,52.47,58.77,48.93,49.83,64.73,82.94,26.18
Sumatera,Kota,Lampung,Kota Metro,2021,15.32,417861,1.27,0.28,9.11,19.98,48.18,31.84,100.00,98.03,95.41,91.30,46.32,26.62,27.06,.6,47.64,56.98,49.86,50.50,97.96,90.35,52.46
Sumatera,Kabupaten,Bangka Belitung,Bangka,2021,16.19,595429,0.39,0.06,8.93,26.47,59.77,13.76,100.00,98.81,100.00,100.00,44.27,29.36,26.36,.21,34.28,56.05,55.33,55.36,92.87,100.00,16.6
Sumatera,Kabupaten,Bangka Belitung,Belitung,2021,13.53,830484,0.51,0.06,4.81,17.86,59.49,22.64,100.00,100.00,100.00,100.00,40.83,30.49,28.67,.16,43.03,60.7,52.51,53.09,63.08,97.80,12.45
Sumatera,Kabupaten,Bangka Belitung,Bangka Barat,2021,5.85,599887,0.25,0.04,7.15,52.18,36.94,10.88,100.00,100.00,100.00,98.94,46.59,35.07,18.34,.42,11.05,57.45,55.83,55.88,56.41,86.88,28.59
Sumatera,Kabupaten,Bangka Belitung,Bangka Tengah,2021,10.03,735479,0.63,0.11,2.75,43.94,47.16,8.90,100.00,94.00,93.38,100.00,51.38,27.98,20.65,.29,19.52,56.71,56.06,56.09,88.88,93.68,33.09
Sumatera,Kabupaten,Bangka Belitung,Bangka Selatan,2021,7.72,581970,0.35,0.06,5.13,47.71,32.25,20.03,100.00,87.35,100.00,83.07,41.52,38.24,20.24,.43,15.26,64.29,58.91,59.11,64.36,84.53,9.87
Sumatera,Kabupaten,Bangka Belitung,Belitung Timur,2021,9.29,798017,1.15,0.29,3.69,28.27,52.93,18.79,100.00,98.99,100.00,73.17,37.06,36.98,25.96,.23,39.61,53.69,52.80,52.86,91.45,81.58,53.48
Sumatera,Kabupaten,Bangka Belitung,Kota Pangkal Pinang,2021,10.10,808839,0.57,0.13,7.2,15.29,40.85,43.86,100.00,100.00,100.00,96.46,51.89,13.99,34.11,.4,44.17,54.81,47.13,47.50,48.93,78.40,41.42
Sumatera,Kabupaten,Kepulauan Riau,Karimun,2021,16.28,642425,1.14,0.34,4.76,22.16,63.80,14.04,97.24,98.02,97.81,91.88,54.43,18.58,26.99,.10,35.69,60.07,53.34,53.80,100,100.00,16.72
Sumatera,Kabupaten,Kepulauan Riau,Bintan,2021,10.54,422961,0.65,0.11,6.85,23.68,58.46,17.86,100.00,99.55,93.83,100.00,57.32,16.19,26.50,.17,25.60,53.97,53.08,53.14,64.37,96.80,10.25
Sumatera,Kabupaten,Kepulauan Riau,Natuna,2021,3.98,424426,0.44,0.07,6.42,20.76,35.91,43.33,100.00,100.00,92.72,100.00,48.84,23.90,27.26,.5,46.18,51.09,51.10,51.10,50.39,96.14,5.24
Sumatera,Kabupaten,Kepulauan Riau,Lingga,2021,12.58,420503,2.98,0.9,4.95,29.11,56.99,13.90,100.00,98.40,100.00,95.70,44.73,24.94,30.33,.19,35.99,60.69,57.57,58.00,71.74,89.34,20.22
Sumatera,Kabupaten,Kepulauan Riau,Kepulauan Anambas,2021,3.08,484088,0.87,0.19,13.93,36.04,49.24,14.72,100.00,98.18,98.95,100.00,48.64,22.64,28.71,.13,37.97,54.96,51.88,52.10,77.55,90.96,12.3
Sumatera,Kota,Kepulauan Riau,Kota Batam,2021,77.17,429475,0.89,0.25,7.09,6.84,47.98,45.18,100.00,100.00,100.00,100.00,43.15,30.08,26.77,.2,54.73,52.91,46.70,47.01,24.01,95.52,3.04
Sumatera,Kota,Kepulauan Riau,Kota Tanjung Pinang,2021,20.85,740109,1.75,0.52,5.05,13.23,49.40,37.37,100.00,100.00,100.00,98.36,42.67,21.56,35.78,.3,54.25,53.22,47.31,47.87,89.23,100.00,28.75
Jawa,Kabupaten,DKI Jakarta,Kepulauan Seribu,2021,3.86,719776,2.61,0.63,9.57,9.14,57.94,32.92,100.00,100.00,100.00,100.00,53.03,30.70,16.27,.22,25.25,70.47,64.75,65.61,84.97,96.51,10.66
Jawa,Kota,DKI Jakarta,Kota Jakarta Selatan,2021,81.50,670785,0.62,0.18,15.06,5.97,37.16,56.87,100.00,100.00,100.00,100.00,53.62,20.27,26.10,-,46.38,58.87,45.67,46.14,89.71,93.21,9.02
Jawa,Kota,DKI Jakarta,Kota Jakarta Timur,2021,125.37,792684,0.56,0.13,3.56,7.59,48.83,43.58,100.00,99.06,97.28,96.58,51.3,20.23,28.48,-,48.70,57.96,49.15,49.52,100,93.84,15.01
Jawa,Kota,DKI Jakarta,Kota Jakarta Pusat,2021,45.10,594849,0.53,0.11,4.28,12.62,52.31,35.07,100.00,100.00,98.39,100.00,45.41,25.95,28.64,-,54.59,70.02,49.91,50.90,97.9,91.76,15.36
Jawa,Kota,DKI Jakarta,Kota Jakarta Barat,2021,113.37,689379,0.56,0.11,4.94,3.70,42.40,53.90,100.00,100.00,100.00,100.00,45.88,23.97,30.15,.1,53.19,60.82,48.60,49.12,100,83.46,3.15
Jawa,Kota,DKI Jakarta,Kota Jakarta Utara,2021,132.73,570330,0.72,0.12,4.31,10.16,54.44,35.40,100.00,100.00,96.48,96.84,45.83,26.24,27.93,.4,50.23,65.38,50.45,51.53,100,96.07,26.54
Jawa,Kabupaten,Jawa Barat,Bogor,2021,491.24,609310,1.36,0.35,7.24,16.48,67.97,15.56,100.00,99.22,100.00,69.47,49.74,28.32,21.94,.8,42.52,66.27,55.97,56.81,100,91.29,27.08
Jawa,Kabupaten,Jawa Barat,Sukabumi,2021,194.35,418483,1.04,0.23,8.13,19.43,71.57,8.99,100.00,100.00,97.78,90.58,54.05,30.99,14.96,.26,19.54,67.54,61.87,62.30,88.87,80.85,33.48
Jawa,Kabupaten,Jawa Barat,Cianjur,2021,260.02,342094,1.83,0.46,7.7,26.70,65.59,7.71,100.00,100.00,100.00,83.31,51.5,29.46,19.04,.30,18.66,68.81,61.84,62.62,77.67,84.03,43.76
Jawa,Kabupaten,Jawa Barat,Bandung,2021,269.18,387631,1.23,0.34,11.18,12.67,70.23,17.10,100.00,100.00,100.00,100.00,46.91,22.72,30.37,.15,38.44,72.38,57.29,58.37,77.93,77.35,31.22
Jawa,Kabupaten,Jawa Barat,Garut,2021,281.36,378819,1.4,0.29,7.15,16.08,68.57,15.35,100.00,98.69,100.00,92.54,51.25,38.96,9.79,.24,24.36,73.18,65.92,66.69,98.54,87.55,34.03
Jawa,Kabupaten,Jawa Barat,Tasikmalaya,2021,200.59,320050,1.57,0.35,10.65,8.51,84.92,6.57,100.00,100.00,100.00,97.45,41.59,44.48,13.93,.36,22.39,64.76,62.09,62.38,67.06,83.26,30.31
Jawa,Kabupaten,Jawa Barat,Ciamis,2021,96.60,333909,0.88,0.15,11.15,14.61,76.54,8.85,100.00,100.00,100.00,92.74,41.97,47.79,10.24,.37,21.33,70.64,60.46,61.28,80.36,64.08,36.45
Jawa,Kabupaten,Jawa Barat,Kuningan,2021,143.35,389676,2.02,0.46,7.97,10.97,69.66,19.37,100.00,100.00,98.00,84.97,49.13,37.62,13.25,.23,28.19,70.32,60.08,61.42,93.03,85.51,32.55
Jawa,Kabupaten,Jawa Barat,Cirebon,2021,271.02,358069,1.94,0.47,13.1,21.21,53.08,25.71,100.00,100.00,100.00,78.20,51.61,26.17,22.23,.7,40.90,66.86,59.20,60.14,93.31,89.70,27.59
Jawa,Kabupaten,Jawa Barat,Majalengka,2021,151.14,404635,2.44,0.77,12.3,19.79,64.35,15.86,100.00,100.00,100.00,98.35,46.45,38.21,15.34,.26,27.75,71,61.25,62.45,93.84,91.64,47.5
Jawa,Kabupaten,Jawa Barat,Sumedang,2021,126.28,466813,1.72,0.46,12.33,10.16,73.13,16.72,100.00,100.00,100.00,91.71,43.26,45.87,10.87,.31,26.08,70.51,58.96,60.20,97.82,87.50,36.01
Jawa,Kabupaten,Jawa Barat,Indramayu,2021,228.59,360054,2.46,0.66,10.71,26.23,57.71,16.06,100.00,100.00,99.14,90.01,46.57,37.92,15.51,.16,37.62,68.52,61.82,62.70,95.35,92.57,25.77
Jawa,Kabupaten,Jawa Barat,Subang,2021,158.97,481754,1.93,0.5,13.04,28.45,59.40,12.15,100.00,100.00,100.00,77.85,49.71,31.21,19.08,.22,28.64,66.01,58.93,59.64,97.36,97.87,23.66
Jawa,Kabupaten,Jawa Barat,Purwakarta,2021,84.27,360691,1.31,0.3,10.03,14.77,68.40,16.83,100.00,99.98,100.00,100.00,48.93,30.00,21.06,.13,38.00,63.17,56.37,56.97,93.61,88.88,15.25
Jawa,Kabupaten,Jawa Barat,Karawang,2021,210.78,387754,1.27,0.29,8.83,24.64,59.95,15.41,100.00,99.58,100.00,91.33,54.28,34.41,11.31,.21,25.01,65.16,57.49,58.17,81.99,92.27,10.59
Jawa,Kabupaten,Jawa Barat,Bekasi,2021,202.73,494201,0.91,0.26,8.95,20.36,55.13,24.50,100.00,100.00,100.00,92.96,57.91,16.07,26.02,.8,34.15,72.59,54.60,55.54,94.24,66.75,15.45
Jawa,Kabupaten,Jawa Barat,Bandung Barat,2021,190.77,549875,1.62,0.32,5.21,15.92,74.34,9.74,100.00,100.00,100.00,78.86,53.26,26.82,19.92,.19,27.32,74.24,62.32,63.67,91.09,76.19,31.1
Jawa,Kabupaten,Jawa Barat,Pangandaran,2021,39.07,374470,1.25,0.27,11.3,18.99,68.57,12.44,100.00,100.00,100.00,90.35,31.17,61.09,7.74,.46,23.29,69.36,58.98,59.98,84.27,91.87,35.86
Jawa,Kota,Jawa Barat,Kota Bogor,2021,80.09,394101,1.1,0.27,9.65,4.32,66.43,29.26,100.00,100.00,100.00,91.10,52.31,29.49,18.19,.1,46.89,64.02,50.94,51.89,56.31,90.05,26.99
Jawa,Kota,Jawa Barat,Kota Sukabumi,2021,27.19,571425,1.39,0.36,7.24,12.82,56.00,31.19,100.00,100.00,100.00,94.28,56.09,20.12,23.80,.1,43.30,67.69,52.68,53.92,95.73,100.00,56.16
Jawa,Kota,Jawa Barat,Kota Bandung,2021,112.50,567734,0.78,0.24,8.25,5.40,64.46,30.14,100.00,100.00,100.00,92.59,42.16,21.77,36.07,-,57.84,67.81,49.30,50.11,93.83,88.12,52.49
Jawa,Kota,Jawa Barat,Kota Cirebon,2021,31.98,515396,2.22,0.68,4.37,18.19,59.68,22.13,99.91,96.10,100.00,74.58,55.87,28.20,15.93,.1,43.41,64.93,52.30,53.57,97.53,85.97,33.08
Jawa,Kota,Jawa Barat,Kota Bekasi,2021,144.12,467248,0.66,0.16,10.03,6.95,53.78,39.27,100.00,100.00,100.00,93.25,50.69,14.78,34.53,-,49.31,62.82,47.19,47.93,98.13,96.48,10.49
Jawa,Kota,Jawa Barat,Kota Depok,2021,63.86,692885,0.34,0.07,4.74,19.54,58.11,22.34,100.00,100.00,100.00,77.79,44.44,25.96,29.60,-,55.56,65.66,46.06,46.57,100,98.27,29.66
Jawa,Kota,Jawa Barat,Kota Cimahi,2021,32.48,705084,0.93,0.21,2.58,4.73,61.77,33.50,100.00,100.00,100.00,100.00,57.17,28.71,14.12,.1,41.81,65.63,50.63,51.43,100,100.00,19.72
Jawa,Kota,Jawa Barat,Kota Tasikmalaya,2021,89.46,522281,2.42,0.69,5.35,13.31,64.30,22.39,100.00,100.00,100.00,100.00,53.13,16.98,29.89,.7,39.61,70.11,57.51,59.16,100,92.84,36.03
Jawa,Kota,Jawa Barat,Kota Banjar,2021,13.37,480341,1.19,0.28,13.13,11.54,68.98,19.47,100.00,100.00,100.00,100.00,47.09,28.70,24.21,.15,37.72,69.24,58.72,59.47,87,79.57,"39.30
"
Jawa,Kabupaten,Jawa Tengah,Cilacap,2021,201.71,357210,1.48,0.3,7.11,28.40,58.14,13.46,100.00,99.15,97.24,100.00,47.68,41.30,11.01,.32,20.25,62.55,58.26,58.76,95.21,95.91,48.34
Jawa,Kabupaten,Jawa Tengah,Banyumas,2021,232.91,363367,2.36,0.57,11.67,32.39,56.25,11.36,100.00,96.26,97.47,100.00,49.37,32.71,17.93,.21,30.1,63.1,56.04,57.00,89.19,0.80,64.46
Jawa,Kabupaten,Jawa Tengah,Purbalingga,2021,153.08,417086,2.1,0.41,13.66,35.42,54.82,9.76,100.00,95.06,99.10,94.91,39.19,37.75,23.06,.26,35.02,61.24,53.56,54.80,79.44,0.88,47.17
Jawa,Kabupaten,Jawa Tengah,Banjarnegara,2021,150.19,384183,2.97,0.79,16.24,35.07,55.94,8.99,100.00,97.63,100.00,94.77,36.85,47.53,15.62,.37,25.76,60.63,55.96,56.72,84.62,0.73,39.12
Jawa,Kabupaten,Jawa Tengah,Kebumen,2021,212.92,328679,3.24,0.88,16.23,28.69,56.70,14.61,100.00,98.38,100.00,96.74,42.17,46.63,11.20,.36,22.01,61.86,55.69,56.79,82.43,0.86,42.61
Jawa,Kabupaten,Jawa Tengah,Purworejo,2021,88.80,390599,1.36,0.28,17.83,26.73,56.63,16.65,100.00,98.63,100.00,92.72,38.17,45.54,16.29,.29,33.03,63.02,55.77,56.67,81.85,0.92,48.63
Jawa,Kabupaten,Jawa Tengah,Wonosobo,2021,139.67,376127,2.75,0.65,12.4,26.96,63.86,9.18,100.00,96.10,100.00,89.88,36.93,50.33,12.74,.40,23.4,63.11,55.65,56.97,97.04,0.80,53.77
Jawa,Kabupaten,Jawa Tengah,Magelang,2021,154.91,373474,1.63,0.35,17.67,27.39,56.43,16.18,100.00,97.20,100.00,100.00,30.56,59.32,10.12,.47,22.56,60.89,54.74,55.48,90.77,0.82,55.53
Jawa,Kabupaten,Jawa Tengah,Boyolali,2021,104.82,353608,1.76,0.38,11.91,27.28,53.28,19.43,100.00,97.88,100.00,76.54,34.88,52.31,12.81,.41,23.64,58.09,52.52,53.11,85.68,0.95,30.53
Jawa,Kabupaten,Jawa Tengah,Klaten,2021,158.23,361922,1.79,0.38,10.62,14.60,47.83,37.57,100.00,100.00,100.00,96.91,46.9,22.86,30.24,.10,42.81,"64.31
",54.32,55.67,99.3,0.97,38.92
Jawa,Kabupaten,Jawa Tengah,Sukoharjo,2021,73.84,436896,0.91,0.21,13.49,30.03,42.00,27.97,100.00,98.33,100.00,100.00,35.05,33.57,31.38,.21,44.25,63.92,50.80,51.88,92.66,0.96,30.95
Jawa,Kabupaten,Jawa Tengah,Wonogiri,2021,110.46,410273,1.58,0.34,8.23,29.08,51.52,19.40,100.00,98.92,100.00,100.00,34.64,55.79,9.58,.46,19.64,57.3,52.57,53.11,97.99,1.00,47.09
Jawa,Kabupaten,Jawa Tengah,Karanganyar,2021,95.41,356728,1.61,0.37,11.55,17.11,61.96,20.93,100.00,98.80,98.86,100.00,43.65,39.21,17.14,.28,28.6,62.45,53.16,54.15,99.24,0.97,39.97
Jawa,Kabupaten,Jawa Tengah,Sragen,2021,122.91,401542,2.39,0.6,10.68,24.81,53.92,21.27,100.00,98.14,97.90,90.14,40.57,39.38,20.05,.27,32.4,62.53,54.88,55.94,97.07,0.99,33.56
Jawa,Kabupaten,Jawa Tengah,Grobogan,2021,175.72,363349,1.66,0.37,13.83,24.57,58.46,16.97,97.37,97.76,100.00,100.00,38.84,50.24,10.92,.37,24.53,66.41,58.00,59.07,75.28,0.96,45.09
Jawa,Kabupaten,Jawa Tengah,Blora,2021,107.05,404456,1.82,0.4,12.74,37.40,49.72,12.88,100.00,95.74,98.96,96.99,33.1,59.37,7.53,.55,12.39,65.42,58.22,59.11,91.22,0.96,54.97
Jawa,Kabupaten,Jawa Tengah,Rembang,2021,101.40,363649,2.77,0.68,12.39,24.12,55.87,20.01,100.00,97.61,100.00,100.00,46.47,35.56,17.97,.25,28.62,63.39,57.43,58.37,90.92,0.92,42.39
Jawa,Kabupaten,Jawa Tengah,Pati,2021,128.74,414977,1.69,0.42,15.8,29.91,49.14,20.94,100.00,97.23,100.00,100.00,37.82,45.52,16.66,.34,27.75,60.76,54.46,55.10,99,0.91,18.3
Jawa,Kabupaten,Jawa Tengah,Kudus,2021,67.06,458616,1.23,0.27,10.21,17.43,56.73,25.84,100.00,99.46,96.37,100.00,37.86,28.24,33.91,.9,53.08,56.38,50.65,51.09,99.12,0.97,29.32
Jawa,Kabupaten,Jawa Tengah,Jepara,2021,95.22,450992,0.88,0.17,7.6,35.65,44.61,19.74,100.00,98.96,96.30,100.00,39.04,35.35,25.62,.19,41.87,61.62,55.25,55.72,65.35,0.94,54.54
Jawa,Kabupaten,Jawa Tengah,Demak,2021,151.74,419028,2.32,0.62,7.44,18.54,53.98,27.48,100.00,99.40,100.00,85.00,40.59,32.92,26.49,.24,35.82,62.24,56.27,57.04,98.23,0.92,51.7
Jawa,Kabupaten,Jawa Tengah,Semarang,2021,83.61,445176,0.95,0.18,12.92,29.23,48.86,21.91,100.00,99.44,100.00,86.37,40.75,41.66,17.59,.29,30.56,58.99,53.12,53.58,93.06,0.97,38.89
Jawa,Kabupaten,Jawa Tengah,Temanggung,2021,79.09,416395,1.57,0.39,7.82,29.90,56.19,13.92,100.00,96.84,100.00,84.64,27.29,60.35,12.37,.53,19.77,60.52,53.34,54.07,80.2,0.90,45.59
Jawa,Kabupaten,Jawa Tengah,Kendal,2021,100.00,336034,1.52,0.33,10.17,28.66,60.84,10.50,100.00,96.02,100.00,89.81,36.32,43.43,20.25,.41,22.33,61.13,54.33,55.03,95.68,0.90,32.31
Jawa,Kabupaten,Jawa Tengah,Batang,2021,74.91,407387,1.76,0.48,10.24,26.38,65.36,8.26,100.00,96.87,95.89,100.00,44.44,42.69,12.87,.25,30.31,64.78,57.77,58.45,96.46,0.90,15.43
Jawa,Kabupaten,Jawa Tengah,Pekalongan,2021,95.26,318330,1.75,0.39,9.68,31.96,60.16,7.88,98.73,98.11,100.00,95.97,39.97,31.22,28.82,.13,46.69,69.66,57.91,59.15,97.21,0.84,47
Jawa,Kabupaten,Jawa Tengah,Pemalang,2021,215.08,416779,2.92,0.77,10.57,34.16,50.65,15.19,100.00,95.70,100.00,67.21,45.48,35.03,19.49,.24,31.01,66.24,59.75,60.83,98.7,0.88,56.81
Jawa,Kabupaten,Jawa Tengah,Tegal,2021,123.52,401857,1,0.19,16.56,27.81,59.60,12.59,100.00,97.04,100.00,90.03,49.73,24.41,25.85,.16,33.92,63.3,57.27,57.79,94.36,0.97,26.89
Jawa,Kabupaten,Jawa Tengah,Brebes,2021,314.95,404655,3.04,0.74,8.6,32.35,56.48,11.17,100.00,96.58,100.00,91.83,44.19,46.28,9.53,.33,23.25,60.4,57.29,57.84,88.27,0.77,33.02
Jawa,Kota,Jawa Tengah,Kota Magelang,2021,9.44,445853,0.85,0.15,17.43,8.95,44.76,46.29,100.00,100.00,100.00,91.44,47.12,18.08,34.81,-,52.88,63.17,49.64,50.69,100,0.75,39.99
Jawa,Kota,Jawa Tengah,Kota Surakarta,2021,48.79,537783,1.83,0.54,7.75,10.98,52.93,36.09,100.00,99.59,100.00,100.00,37.1,23.51,39.39,-,62.9,58.36,45.25,46.48,100,0.61,53.05
Jawa,Kota,Jawa Tengah,Kota Salatiga,2021,10.14,511216,0.8,0.19,9.4,24.95,44.73,30.32,100.00,98.30,97.50,100.00,49.02,29.76,21.22,.1,49.87,56.92,45.79,46.36,94.89,0.99,"31.86
"
Jawa,Kota,Jawa Tengah,Kota Semarang,2021,84.45,480903,0.67,0.14,5.14,24.39,34.77,40.83,100.00,98.71,100.00,100.00,49,18.02,32.97,.,50.9,60.66,45.75,46.43,91.7,0.99,22.44
Jawa,Kota,Jawa Tengah,Kota Pekalongan,2021,23.49,543929,1.51,0.41,4.56,13.85,50.72,35.43,100.00,100.00,100.00,100.00,29.17,18.50,52.33,.,70.36,63.81,52.51,53.37,100,0.98,54.03
Jawa,Kota,Jawa Tengah,Kota Tegal,2021,20.27,480415,1.04,0.24,7.59,28.57,44.39,27.04,100.00,96.96,100.00,100.00,38.76,35.62,25.63,.3,57.90,61.57,52.50,53.24,100,100.00,11.33
Jawa,Kabupaten,DI Yogyakarta,Kulon Progo,2021,81.14,523413,3.01,0.75,8.12,26.13,44.34,29.52,100.00,100.00,100.00,100.00,31.98,56.44,11.58,.30,37.94,62.43,52.86,54.62,84.45,99.01,60.76
Jawa,Kabupaten,DI Yogyakarta,Bantul,2021,146.98,360202,2.24,0.54,18.38,24.63,44.11,31.27,100.00,99.72,96.46,100.00,44.27,28.77,26.96,.11,44.83,66.86,50.84,53.09,96.84,99.38,56.4
Jawa,Kabupaten,DI Yogyakarta,Gunung Kidul,2021,135.33,418265,2.98,0.76,14.04,26.21,58.36,15.43,100.00,96.75,100.00,100.00,28.42,56.74,14.84,.48,23.33,67.41,58.35,59.95,93.4,98.27,61.23
